Timestamp,Open,High,Low,Close
2016-06-04,537.185,576.778,536.706,571.139
2016-06-05,571.139,591.028,563.155,579.3430000000001
2016-06-06,579.3430000000001,582.309,568.327,578.8489900000001
2016-06-07,578.8489900000001,590.9829900000001,578.555,585.399
2016-06-08,585.399,588.682,565.165,576.226
2016-06-09,576.226,583.989,573.5459999999999,580.4359900000001
2016-06-10,580.4359900000001,581.56899,572.0419999999999,574.953
2016-06-11,574.953,585.4539900000001,573.6669999999999,583.87
2016-06-12,583.87,634.269,582.3109900000001,633.205
2016-06-13,633.205,685.275,628.0899900000001,682.2260000000001
2016-06-14,682.2260000000001,719.847,673.3960000000001,695.155
2016-06-15,695.155,695.763,661.6010000000001,685.442
2016-06-16,685.442,732.692,673.2489999999999,732.357
2016-06-17,732.357,776.6419999999999,725.895,773.25
2016-06-18,773.25,773.505,709.688,736.3860000000001
2016-06-19,736.3860000000001,781.309,733.813,747.831
2016-06-20,747.831,765.929,742.566,758.903
2016-06-21,758.903,763.0189999999999,683.7460000000001,702.696
2016-06-22,702.696,713.289,631.7239900000001,657.013
2016-06-23,657.013,677.105,551.9159900000001,581.249
2016-06-24,581.249,658.4399900000001,560.331,657.0899900000001
2016-06-25,657.0899900000001,692.544,637.721,687.168
2016-06-26,687.168,688.808,644.874,657.2239900000001
2016-06-27,657.2239900000001,659.692,615.775,644.091
2016-06-28,644.091,661.3529900000001,626.1609900000001,655.94399
2016-06-29,655.94399,656.0060000000001,624.768,634.357
2016-06-30,634.357,642.485,627.687,635.0930000000001
2016-07-01,635.0930000000001,684.6519999999999,634.987,683.293
2016-07-02,683.293,684.804,668.7769999999999,678.567
2016-07-03,678.567,704.423,677.16375,690.179
2016-07-04,690.179,694.597,646.745,670.7410000000001
2016-07-05,670.7410000000001,682.3939999999999,667.5,679.3510000000001
2016-07-06,679.3510000000001,679.466,662.2180000000001,676.872
2016-07-07,676.872,680.2310000000001,666.93,671.814
2016-07-08,671.814,672.9060000000001,611.258,640.476
2016-07-09,640.476,665.7489999999999,636.278,654.8529900000001
2016-07-10,654.8529900000001,661.7619900000001,626.86899,649.356
2016-07-11,649.356,660.439,639.618,656.747
2016-07-12,656.747,658.5069900000001,644.754,648.136
2016-07-13,648.136,675.067,646.54,663.443
2016-07-14,663.443,668.7589999999999,651.567,654.018
2016-07-15,654.018,665.2909900000001,651.486,663.638
2016-07-16,663.638,668.235,662.091,666.5649900000001
2016-07-17,666.5649900000001,666.94399,658.252,665.113
2016-07-18,665.113,681.5989999999999,663.809,681.2389999999999
2016-07-19,681.2389999999999,682.19,667.44399,673.832
2016-07-20,673.832,674.7560000000001,667.426,673.008
2016-07-21,673.008,673.852,659.693,662.034
2016-07-22,662.034,667.197,662.034,666.747
2016-07-23,666.747,667.058,645.154,654.725
2016-07-24,654.725,656.438,648.758,654.895
2016-07-25,654.895,663.918,652.5830000000001,660.284
2016-07-26,660.284,661.306,653.1279900000001,655.418
2016-07-27,655.418,656.7279900000001,644.65,650.8289900000001
2016-07-28,650.8289900000001,659.51,647.9249900000001,656.9159900000001
2016-07-29,656.9159900000001,658.6310000000001,654.1609900000001,655.427
2016-07-30,655.427,658.2529900000001,654.385,656.681
2016-07-31,656.681,658.283,634.8489900000001,635.5880000000001
2016-08-01,635.5880000000001,639.3819900000001,616.048,621.3729900000001
2016-08-02,621.3729900000001,627.068,600.741,601.227
2016-08-03,601.227,608.707,484.59125,555.9259999999999
2016-08-04,555.9259999999999,583.28,549.404,578.5237400000001
2016-08-05,578.5237400000001,582.65125,560.745,570.33875
2016-08-06,570.33875,579.3425,567.54875,574.87375
2016-08-07,574.87375,592.37125,567.57,588.51625
2016-08-08,588.51625,597.40125,584.45375,589.66125
2016-08-09,589.66125,593.3025,584.82,586.715
2016-08-10,586.715,589.6925,583.0912400000001,585.23875
2016-08-11,585.23875,599.85625,584.30625,594.81625
2016-08-12,594.81625,597.4775,581.95,581.9625
2016-08-13,581.9625,589.59875,581.8624900000001,584.87375
2016-08-14,584.87375,589.08875,580.3125,581.65
2016-08-15,581.65,583.6775,563.79625,571.9625
2016-08-16,571.9625,574.4025,560.2025,567.60749
2016-08-17,567.60749,580.51125,565.45375,575.54125
2016-08-18,575.54125,578.29375,568.47875,572.3724900000001
2016-08-19,572.3724900000001,576.16375,571.34375,573.01625
2016-08-20,573.01625,575.89125,571.54375,573.08
2016-08-21,573.08,582.855,572.7374900000001,581.35375
2016-08-22,581.35375,583.9475,579.02125,579.6675
2016-08-23,579.6675,586.18375,578.4525,585.5075
2016-08-24,585.5075,586.71875,577.5237400000001,577.9874900000001
2016-08-25,577.9874900000001,580.37625,573.3312400000001,574.5825
2016-08-26,574.5825,576.49625,573.095,575.0625
2016-08-27,575.0625,578.635,574.73875,575.3425
2016-08-28,575.3425,575.3425,566.45,568.78875
2016-08-29,568.78875,575.36375,568.36875,574.4974900000001
2016-08-30,574.4974900000001,574.6849900000001,571.23375,571.94125
2016-08-31,571.94125,576.8825,571.36,573.78125
2016-09-01,573.78125,573.845,570.80125,572.96
2016-09-02,572.96,572.96,568.85749,570.1
2016-09-03,570.1,575.26,569.2999900000001,572.52125
2016-09-04,572.52125,599.6025,572.41999,596.45375
2016-09-05,596.45375,612.3937400000001,596.01125,606.0525
2016-09-06,606.0525,607.93625,600.43875,604.465
2016-09-07,604.465,611.45,604.29499,609.4325
2016-09-08,609.4325,615.32375,607.25,613.6749900000001
2016-09-09,613.6749900000001,628.74875,613.13375,623.6
2016-09-10,623.6,624.105,617.5425,620.59875
2016-09-11,620.59875,624.32,620.4025,622.03375
2016-09-12,622.03375,628.5025,595.42875,604.8275
2016-09-13,604.8275,607.97625,603.085,607.03625
2016-09-14,607.03625,608.9475,605.16875,606.885
2016-09-15,606.885,609.62625,606.7825,606.8975
2016-09-16,606.8975,608.47125,604.6625,605.52125
2016-09-17,605.52125,608.54,604.99625,606.04625
2016-09-18,606.04625,606.825,603.46,605.08
2016-09-19,605.08,609.5862400000001,604.63874,609.3724900000001
2016-09-20,609.3724900000001,609.7374900000001,606.1675,606.7175
2016-09-21,606.7175,608.43625,590.86625,595.93375
2016-09-22,595.93375,596.92625,593.39125,596.225
2016-09-23,596.225,596.54625,593.74875,595.0175
2016-09-24,595.0175,602.61375,594.52625,602.4075
2016-09-25,602.4075,603.54499,599.63125,601.36875
2016-09-26,601.36875,601.9775,597.65,598.9075
2016-09-27,598.9075,607.55125,598.47875,605.0175
2016-09-28,605.0175,607.3175,601.3937400000001,602.885
2016-09-29,602.885,604.315,602.2737400000001,603.5812400000001
2016-09-30,603.5812400000001,606.0237400000001,602.48375,604.52125
2016-10-01,604.52125,611.3937400000001,603.48249,610.58375
2016-10-02,610.58375,615.09,610.57,613.2374900000001
2016-10-03,613.2374900000001,613.38,608.275,611.88874
2016-10-04,611.88874,612.61375,608.6325,609.495
2016-10-05,609.495,610.1575,607.68125,608.125
2016-10-06,608.125,612.785,607.91125,610.57
2016-10-07,610.57,611.6124900000001,609.8025,610.23375
2016-10-08,610.23375,617.445,609.8412400000001,617.445
2016-10-09,617.445,618.4575,614.58375,614.59625
2016-10-10,614.59625,616.06625,614.095,615.91625
2016-10-11,615.91625,618.35749,613.8225,618.3275
2016-10-12,618.3275,640.8987400000001,618.3275,637.2162400000001
2016-10-13,637.2162400000001,638.90125,634.06625,637.73625
2016-10-14,637.73625,637.75375,633.81625,635.88375
2016-10-15,635.88375,639.65,631.96,638.975
2016-10-16,638.975,639.98125,636.05375,638.605
2016-10-17,638.605,641.1525,636.5862400000001,636.635
2016-10-18,636.635,638.62625,635.8624900000001,637.01625
2016-10-19,637.01625,637.76374,632.7675,634.605
2016-10-20,634.605,636.3624900000001,625.27625,626.36875
2016-10-21,626.36875,629.91,626.36625,629.6124900000001
2016-10-22,629.6124900000001,632.30125,628.10125,630.61875
2016-10-23,630.61875,654.7999900000001,630.4425,650.895
2016-10-24,650.895,653.49375,645.91999,647.69375
2016-10-25,647.69375,652.8412400000001,645.49375,652.235
2016-10-26,652.235,658.8674900000001,646.6925,657.05625
2016-10-27,657.05625,685.21375,656.39125,684.3775
2016-10-28,684.3775,686.73,678.02125,684.2975
2016-10-29,684.2975,701.0125,681.42125,700.135
2016-10-30,700.135,718.73375,692.21,704.91
2016-10-31,704.91,709.9875,682.08375,693.89625
2016-11-01,693.89625,710.44125,693.4425,708.955
2016-11-02,708.955,735.8275,707.8325,725.6925
2016-11-03,725.6925,744.01875,719.6325,741.84875
2016-11-04,741.84875,744.89375,673.73125,701.21875
2016-11-05,701.21875,706.3,687.97375,702.175
2016-11-06,702.175,706.42125,696.6625,705.47875
2016-11-07,705.47875,714.55875,699.865,705.47125
2016-11-08,705.47125,707.58875,700.03,706.13375
2016-11-09,706.13375,729.0725,701.9975,728.36125
2016-11-10,728.36125,738.985,717.07875,719.2525
2016-11-11,719.2525,719.34375,707.995,714.57125
2016-11-12,714.57125,718.2725,713.0675,715.7725
2016-11-13,715.7725,715.7725,693.5675,694.72125
2016-11-14,694.72125,704.65,686.0225,704.62125
2016-11-15,704.62125,713.0725,698.5175,711.39625
2016-11-16,711.39625,716.215,709.3275,710.9275
2016-11-17,710.9275,746.36375,710.6725,745.92625
2016-11-18,745.92625,752.0375,731.9825,738.665
2016-11-19,738.665,751.1375,737.915,748.8075
2016-11-20,748.8075,754.54625,740.13375,752.5525
2016-11-21,752.5525,753.765,713.13,730.365
2016-11-22,730.365,738.62875,728.015,734.84
2016-11-23,734.84,750.80125,734.55,745.97875
2016-11-24,745.97875,746.575,732.20875,739.81875
2016-11-25,739.81875,740.87625,727.9875,730.3125
2016-11-26,730.3125,738.51375,728.38125,737.4025
2016-11-27,737.4025,738.155,724.1275,727.445
2016-11-28,727.445,735.405,727.43875,731.9
2016-11-29,731.9,734.1425,729.4725,731.12625
2016-11-30,731.12625,734.43375,728.60375,731.64
2016-12-01,731.64,744.47,730.71125,744.1025
2016-12-02,744.1025,767.105,744.1025,766.5925
2016-12-03,766.5925,778.1425,763.83875,769.915
2016-12-04,769.915,770.12125,757.835,764.3575
2016-12-05,764.3575,767.24125,759.91875,760.1
2016-12-06,760.1,760.40625,745.6975,754.82625
2016-12-07,754.82625,759.89,751.95625,758.35375
2016-12-08,758.35375,768.31875,752.165,763.23625
2016-12-09,763.23625,771.42,762.7025,766.8725
2016-12-10,766.8725,773.3225,766.33,773.2825
2016-12-11,773.2825,775.08625,764.3675,765.9525
2016-12-12,765.9525,769.86375,763.31625,769.8275
2016-12-13,769.8275,788.48625,766.9025,774.38625
2016-12-14,774.38625,781.585,771.5475,778.35625
2016-12-15,778.35625,779.605,771.3925,776.9825
2016-12-16,776.9825,778.2175,772.7675,776.415
2016-12-17,776.415,790.83875,775.50125,786.9725
2016-12-18,786.9725,790.30375,785.57375,789.24625
2016-12-19,789.24625,791.16,785.2375,791.0
2016-12-20,791.0,792.2825,788.65625,789.2325
2016-12-21,789.2325,806.1975,788.44875,805.79625
2016-12-22,805.79625,842.96625,805.14875,842.63875
2016-12-23,842.63875,910.9325,842.17875,910.9325
2016-12-24,910.9325,918.94875,878.91,910.2475
2016-12-25,910.2475,916.55625,869.47,870.13125
2016-12-26,870.13125,909.84625,858.03625,905.45625
2016-12-27,905.45625,906.88875,893.62125,900.36625
2016-12-28,900.36625,949.80625,900.02625,948.89875
2016-12-29,948.89875,982.86875,947.03,971.645
2016-12-30,971.645,977.7925,949.61875,954.84375
2016-12-31,954.84375,964.72625,928.9875,952.455
2017-01-01,952.455,968.485,949.08625,964.325
2017-01-02,964.325,1011.525,963.53,1009.97375
2017-01-03,1009.97375,1034.105,998.62125,1028.33375
2017-01-04,1028.33375,1048.12375,1013.3775,1047.09999
2017-01-05,1047.09999,1141.9975,1047.06375,1140.385
2017-01-06,1140.385,1153.02,887.46625,985.93875
2017-01-07,985.93875,990.37125,821.655,837.83625
2017-01-08,837.83625,923.7475,816.36375,923.52375
2017-01-09,923.52375,942.0625,878.10125,889.33875
2017-01-10,889.33875,911.99625,881.1575,905.22625
2017-01-11,905.22625,914.02375,897.57375,910.60625
2017-01-12,910.60625,919.55875,747.49625,772.66125
2017-01-13,772.66125,828.08875,746.685,784.89375
2017-01-14,784.89375,839.23,774.35875,820.68875
2017-01-15,820.68875,835.555,810.6425,821.19625
2017-01-16,821.19625,834.7025,810.21625,830.74
2017-01-17,830.74,848.58125,820.91625,848.58125
2017-01-18,848.58125,914.8025,848.58125,890.29375
2017-01-19,890.29375,901.83375,848.60875,888.0625
2017-01-20,888.0625,905.4225,884.185,896.16375
2017-01-21,896.16375,921.18125,882.29625,920.58875
2017-01-22,920.58875,936.2525,912.0725,934.7775
2017-01-23,934.7775,936.7525,893.0075,920.365
2017-01-24,920.365,926.9975,891.405,912.2125
2017-01-25,912.2125,922.1475,884.78875,898.55
2017-01-26,898.55,901.48,888.01875,901.05
2017-01-27,901.05,919.1325,896.2825,912.84375
2017-01-28,912.84375,921.56875,909.4,919.795
2017-01-29,919.795,922.06125,917.82125,920.82875
2017-01-30,920.82875,921.50875,912.955,916.91125
2017-01-31,916.91125,921.8175,915.77,921.35125
2017-02-01,921.35125,978.185,920.64875,973.065
2017-02-02,973.065,992.41875,964.4075,982.8275
2017-02-03,982.8275,1020.12375,982.33375,1020.09
2017-02-04,1020.09,1024.1425,995.87,1011.215
2017-02-05,1011.215,1040.08625,1004.3775,1029.4012400000001
2017-02-06,1029.4012400000001,1030.33625,1006.51875,1019.3125
2017-02-07,1019.3125,1030.405,1018.23,1029.40875
2017-02-08,1029.40875,1067.79625,1029.40875,1067.70875
2017-02-09,1067.70875,1072.22875,1018.19125,1072.205
2017-02-10,1072.205,1077.7625,942.45375,974.95875
2017-02-11,974.95875,1000.98625,954.27625,997.2275
2017-02-12,997.2275,1015.99625,997.2275,1004.71375
2017-02-13,1004.71375,1008.49,997.45625,1004.85375
2017-02-14,1004.85375,1007.28,976.28875,994.58
2017-02-15,994.58,1016.445,987.33125,1003.59
2017-02-16,1003.59,1021.98375,1001.00375,1018.41125
2017-02-17,1018.41125,1041.52375,1016.995,1038.86625
2017-02-18,1038.86625,1058.60375,1027.9875,1058.315
2017-02-19,1058.315,1066.83625,1051.02,1052.84375
2017-02-20,1052.84375,1061.3175,1045.30874,1046.66249
2017-02-21,1046.66249,1084.50375,1046.66249,1079.5825
2017-02-22,1079.5825,1126.48625,1079.3475,1112.86375
2017-02-23,1112.86375,1132.51,1101.9,1122.515
2017-02-24,1122.515,1193.961,1120.73,1193.501
2017-02-25,1193.501,1206.596,1101.385,1182.4289999999999
2017-02-26,1182.4289999999999,1184.183,1126.26,1139.848
2017-02-27,1139.848,1192.252,1139.795,1189.366
2017-02-28,1189.366,1210.156,1173.095,1189.9469900000001
2017-03-01,1189.9469900000001,1198.163,1179.97,1193.611
2017-03-02,1193.611,1233.298,1187.3319900000001,1221.05
2017-03-03,1221.05,1284.3339999999998,1216.03,1269.776
2017-03-04,1269.776,1293.469,1258.487,1285.376
2017-03-05,1285.376,1287.61,1239.568,1260.6680000000001
2017-03-06,1260.6680000000001,1280.579,1245.911,1273.24699
2017-03-07,1273.24699,1285.181,1268.809,1280.30499
2017-03-08,1280.30499,1280.427,1188.174,1206.357
2017-03-09,1206.357,1225.5,1135.086,1153.06
2017-03-10,1153.06,1208.6389900000001,1147.435,1200.557
2017-03-11,1200.557,1325.8129900000001,1022.68,1147.625
2017-03-12,1147.625,1200.383,1146.877,1186.351
2017-03-13,1186.351,1237.781,1178.066,1235.553
2017-03-14,1235.553,1247.261,1216.2069900000001,1242.806
2017-03-15,1242.806,1257.797,1227.108,1245.892
2017-03-16,1245.892,1260.6299900000001,1245.099,1247.67099
2017-03-17,1247.67099,1248.29199,1103.531,1126.0819900000001
2017-03-18,1126.0819900000001,1164.222,1057.345,1062.07
2017-03-19,1062.07,1094.412,944.113,1000.24599
2017-03-20,1000.24599,1058.91,977.5060000000001,1036.226
2017-03-21,1036.226,1065.50599,1015.041,1065.481
2017-03-22,1065.481,1119.0739999999998,1063.6969900000001,1091.333
2017-03-23,1091.333,1101.028,990.705,1036.099
2017-03-24,1036.099,1053.241,1012.245,1013.8439999999999
2017-03-25,1013.8439999999999,1014.6010000000001,920.576,921.808
2017-03-26,921.808,972.2710000000001,891.5110000000001,962.508
2017-03-27,962.508,998.56,946.5219999999999,968.293
2017-03-28,968.293,1042.901,965.455,1035.3219900000001
2017-03-29,1035.3219900000001,1064.52,1010.04699,1011.9689999999999
2017-03-30,1011.9689999999999,1056.89799,1011.315,1041.374
2017-03-31,1041.374,1051.473,1023.187,1048.86299
2017-04-01,1048.86299,1087.7269999999999,1040.614,1077.557
2017-04-02,1077.557,1103.528,1069.78199,1082.37
2017-04-03,1082.37,1140.037,1077.5909900000001,1140.037
2017-04-04,1140.037,1155.714,1120.597,1148.0919999999999
2017-04-05,1148.0919999999999,1161.361,1125.827,1139.86
2017-04-06,1139.86,1151.2069900000001,1113.077,1150.685
2017-04-07,1150.685,1202.8219900000001,1149.2089999999998,1177.2839999999999
2017-04-08,1177.2839999999999,1202.037,1176.375,1196.896
2017-04-09,1196.896,1196.896,1170.579,1187.03299
2017-04-10,1187.03299,1218.239,1178.396,1213.8010000000002
2017-04-11,1213.8010000000002,1219.056,1202.78299,1206.74
2017-04-12,1206.74,1232.155,1204.364,1226.896
2017-04-13,1226.896,1226.927,1213.655,1216.269
2017-04-14,1216.269,1219.007,1154.9,1187.136
2017-04-15,1187.136,1197.391,1169.893,1186.10899
2017-04-16,1186.10899,1199.71,1178.094,1189.55
2017-04-17,1189.55,1190.96499,1178.19599,1184.2
2017-04-18,1184.2,1211.73799,1181.78299,1211.73799
2017-04-19,1211.73799,1222.358,1211.233,1218.6660000000002
2017-04-20,1218.6660000000002,1232.858,1209.183,1227.981
2017-04-21,1227.981,1264.665,1227.6789999999999,1261.702
2017-04-22,1261.702,1275.053,1247.7925,1255.25125
2017-04-23,1255.25125,1255.905,1220.0,1232.7575
2017-04-24,1232.7575,1250.455,1230.68374,1243.43
2017-04-25,1243.43,1251.5775,1240.1199900000001,1251.5775
2017-04-26,1251.5775,1270.7275,1248.7425,1269.69625
2017-04-27,1269.69625,1307.27875,1269.43,1289.7475
2017-04-28,1289.7475,1343.5925,1289.4925,1335.825
2017-04-29,1335.825,1338.9875,1282.9324900000001,1319.7
2017-04-30,1319.7,1333.375,1311.25125,1311.5887400000001
2017-05-01,1311.5887400000001,1371.20625,1308.7425,1370.79
2017-05-02,1370.79,1426.63375,1350.005,1416.61
2017-05-03,1416.61,1466.88125,1408.54,1448.88625
2017-05-04,1448.88625,1507.51,1431.18125,1506.7725
2017-05-05,1506.7725,1594.62625,1442.73125,1543.31
2017-05-06,1543.31,1591.9675,1491.675,1536.1525
2017-05-07,1536.1525,1555.225,1517.65,1554.6025
2017-05-08,1554.6025,1572.55375,1525.895,1564.065
2017-05-09,1564.065,1655.7875,1564.065,1644.72875
2017-05-10,1644.72875,1753.595,1641.0625,1695.83125
2017-05-11,1695.83125,1764.21,1690.39875,1748.35375
2017-05-12,1748.35375,1839.23125,1748.07,1774.52
2017-05-13,1774.52,1799.495,1587.69375,1634.6075
2017-05-14,1634.6075,1784.83625,1624.56125,1774.805
2017-05-15,1774.805,1793.7325,1740.2,1747.04375
2017-05-16,1747.04375,1747.04375,1652.15625,1665.0325
2017-05-17,1665.0325,1753.0375,1657.10875,1744.44125
2017-05-18,1744.44125,1823.555,1744.44125,1796.89625
2017-05-19,1796.89625,1918.3275,1795.7775,1913.13875
2017-05-20,1913.13875,1993.12375,1909.23125,1983.97875
2017-05-21,1983.97875,2074.69625,1964.975,2074.69625
2017-05-22,2074.69625,2115.59125,2001.145,2114.98875
2017-05-23,2114.98875,2289.2075,2062.30249,2196.66874
2017-05-24,2196.66874,2356.405,2174.49375,2348.55249
2017-05-25,2348.55249,2593.36666,2310.42625,2581.85375
2017-05-26,2581.85375,2791.695,2298.48999,2460.95375
2017-05-27,2460.95375,2639.905,2067.0975,2232.2875
2017-05-28,2232.2875,2250.1475,1908.99125,2234.83374
2017-05-29,2234.83374,2320.8175,2135.0025,2195.785
2017-05-30,2195.785,2339.725,2157.34499,2315.73625
2017-05-31,2315.73625,2329.63625,2152.9225,2170.98124
2017-06-01,2170.98124,2414.515,2162.22625,2402.125
2017-06-02,2402.125,2489.9775,2361.74125,2477.1725
2017-06-03,2477.1725,2524.80625,2418.9325,2475.2975
2017-06-04,2475.2975,2593.64,2448.04374,2526.31125
2017-06-05,2526.31125,2607.9299899999996,2494.29125,2605.125
2017-06-06,2605.125,2911.86,2582.375,2855.03
2017-06-07,2855.03,2967.47625,2742.335,2900.8525
2017-06-08,2900.8525,2911.93875,2625.085,2737.9025
2017-06-09,2737.9025,2864.365,2712.68875,2826.03875
2017-06-10,2826.03875,2874.69625,2794.0625,2846.00625
2017-06-11,2846.00625,2943.6325,2821.525,2910.33625
2017-06-12,2910.33625,3025.4725,2894.01,3007.0125
2017-06-13,3007.0125,3041.35833,2525.23875,2697.0775
2017-06-14,2697.0775,2802.9475,2696.4575,2780.1825
2017-06-15,2780.1825,2828.8825,2385.03125,2518.54875
2017-06-16,2518.54875,2522.3075,2185.9612399999996,2438.6174899999996
2017-06-17,2438.6174899999996,2559.18874,2433.9475,2520.78375
2017-06-18,2520.78375,2707.06,2510.93874,2680.1025
2017-06-19,2680.1025,2680.1025,2522.3225,2611.6799899999996
2017-06-20,2611.6799899999996,2691.57375,2555.10375,2667.5475
2017-06-21,2667.5475,2822.63375,2636.05875,2805.0975
2017-06-22,2805.0975,2828.94375,2661.31125,2702.00375
2017-06-23,2702.00375,2783.75875,2643.75875,2763.29125
2017-06-24,2763.29125,2780.27,2726.04125,2740.5925
2017-06-25,2740.5925,2764.0375,2556.8225,2598.15875
2017-06-26,2598.15875,2696.88625,2530.63125,2630.59499
2017-06-27,2630.59499,2633.1075,2387.63749,2513.4299899999996
2017-06-28,2513.4299899999996,2597.27625,2332.60125,2556.1675
2017-06-29,2556.1675,2619.23625,2498.9325,2591.2675
2017-06-30,2591.2675,2620.84375,2530.12125,2547.3225
2017-07-01,2547.3225,2581.74125,2471.7925,2479.0549899999996
2017-07-02,2479.0549899999996,2547.0475,2396.01249,2424.69875
2017-07-03,2424.69875,2551.065,2410.4725,2513.74125
2017-07-04,2513.74125,2648.85624,2510.3225,2640.06125
2017-07-05,2640.06125,2659.78875,2583.3525,2588.67875
2017-07-06,2588.67875,2648.6799899999996,2560.85,2634.17375
2017-07-07,2634.17375,2638.09875,2591.9825,2598.57
2017-07-08,2598.57,2603.47125,2482.77124,2514.3625
2017-07-09,2514.3625,2588.38125,2506.30375,2586.0425
2017-07-10,2586.0425,2590.7525,2510.28625,2524.12624
2017-07-11,2524.12624,2541.55625,2314.0775,2352.265
2017-07-12,2352.265,2428.15749,2272.31625,2292.91375
2017-07-13,2292.91375,2448.505,2292.41874,2437.55375
2017-07-14,2437.55375,2437.55375,2327.72875,2337.67875
2017-07-15,2337.67875,2372.83374,2105.24375,2109.37375
2017-07-16,2109.37375,2151.72875,1971.28375,2045.5725
2017-07-17,2045.5725,2055.7475,1836.92,1986.9425
2017-07-18,1986.9425,2246.1174899999996,1986.9425,2189.23999
2017-07-19,2189.23999,2407.18874,2177.99375,2354.8925
2017-07-20,2354.8925,2413.485,2258.1125,2349.355
2017-07-21,2349.355,2946.36,2332.35375,2740.56875
2017-07-22,2740.56875,2814.5075,2639.31374,2738.775
2017-07-23,2738.775,2875.7775,2725.06625,2831.67875
2017-07-24,2831.67875,2836.3775,2670.76125,2772.3675
2017-07-25,2772.3675,2813.96875,2720.71125,2768.8025
2017-07-26,2768.8025,2796.92125,2485.185,2540.20874
2017-07-27,2540.20874,2577.05875,2433.83125,2570.195
2017-07-28,2570.195,2749.99875,2554.37,2699.72125
2017-07-29,2699.72125,2833.2375,2682.87,2719.69
2017-07-30,2719.69,2780.2075,2693.95875,2714.70375
2017-07-31,2714.70375,2753.33125,2615.8075,2718.6175
2017-08-01,2718.6175,2902.37125,2706.8225,2867.65375
2017-08-02,2867.65375,2925.03375,2670.16333,2739.70875
2017-08-03,2739.70875,2765.5525,2681.46875,2740.07125
2017-08-04,2740.07125,2824.38,2731.19625,2811.71
2017-08-05,2811.71,3167.555,2797.1175,3123.41125
2017-08-06,3123.41125,3360.86625,3104.16875,3254.71
2017-08-07,3254.71,3325.96625,3190.18625,3274.6375
2017-08-08,3274.6375,3476.81875,3258.405,3474.7625
2017-08-09,3474.7625,3525.0375,3376.37,3416.185
2017-08-10,3416.185,3442.98875,3280.325,3364.41125
2017-08-11,3364.41125,3474.335,3357.67125,3451.8525
2017-08-12,3451.8525,3741.33125,3451.8525,3705.43
2017-08-13,3705.43,4162.5725,3701.83375,4104.015
2017-08-14,4104.015,4225.4025,3890.005,4036.7575
2017-08-15,4036.7575,4483.54749,4036.7575,4462.67625
2017-08-16,4462.67625,4470.34375,3892.72,4118.9025
2017-08-17,4118.9025,4440.76124,3985.23375,4322.42125
2017-08-18,4322.42125,4522.13,4225.5,4311.685
2017-08-19,4311.685,4407.79625,4040.05375,4180.23875
2017-08-20,4180.23875,4235.06499,4033.53625,4139.38125
2017-08-21,4139.38125,4218.21125,4101.06125,4110.94125
2017-08-22,4110.94125,4142.63875,3884.6225,3911.27625
2017-08-23,3911.27625,4197.76124,3687.27625,4162.79249
2017-08-24,4162.79249,4299.96875,4130.925,4178.75625
2017-08-25,4178.75625,4420.35999,4165.77375,4396.03125
2017-08-26,4396.03125,4496.29249,4320.22,4359.9025
2017-08-27,4359.9025,4439.29125,4309.3125,4381.39625
2017-08-28,4381.39625,4416.0225,4340.46,4340.46
2017-08-29,4340.46,4455.04625,4239.01124,4442.6575
2017-08-30,4442.6575,4703.41749,4400.15874,4664.64375
2017-08-31,4664.64375,4707.5525,4545.5375,4676.1425
2017-09-01,4676.1425,4808.12125,4654.07,4783.17
2017-09-02,4783.17,5013.9075,4726.74374,4864.285
2017-09-03,4864.285,4902.26124,4529.37125,4672.56875
2017-09-04,4672.56875,4749.02875,4481.5225,4593.1825
2017-09-05,4593.1825,4594.5775,4037.49875,4160.535
2017-09-06,4160.535,4529.58875,4111.97124,4517.57
2017-09-07,4517.57,4666.46625,4517.57,4543.1025
2017-09-08,4543.1025,4691.97999,4506.6625,4628.6025
2017-09-09,4628.6025,4698.73125,4151.6425,4280.975
2017-09-10,4280.975,4394.51624,4161.9725,4194.21875
2017-09-11,4194.21875,4334.5075,3976.46125,4307.82625
2017-09-12,4307.82625,4310.79125,4108.475,4295.76124
2017-09-13,4295.76124,4368.22,3944.58375,3944.58375
2017-09-14,3944.58375,4053.3225,3766.36,3817.0575
2017-09-15,3817.0575,3896.7925,3209.43875,3358.10875
2017-09-16,3358.10875,3806.57875,2951.1525,3772.68375
2017-09-17,3772.68375,3874.62625,3551.75875,3608.595
2017-09-18,3608.595,3803.4125,3484.80125,3764.6175
2017-09-19,3764.6175,4080.4975,3753.3775,3976.3875
2017-09-20,3976.3875,4026.57,3847.35375,3863.18625
2017-09-21,3863.18625,4021.46,3813.225,3827.685
2017-09-22,3827.685,3890.98,3584.59125,3690.99125
2017-09-23,3690.99125,3748.705,3519.07125,3612.1625
2017-09-24,3612.1625,3810.5375,3612.1625,3772.8475
2017-09-25,3772.8475,3775.7775,3627.52625,3753.435
2017-09-26,3753.435,3970.2575,3752.46875,3920.99125
2017-09-27,3920.99125,3968.53625,3865.23125,3939.515
2017-09-28,3939.515,4228.085,3930.91125,4220.28
2017-09-29,4220.28,4278.77625,4027.04125,4062.20375
2017-09-30,4062.20375,4227.43875,4035.7075,4207.825
2017-10-01,4207.825,4366.805,4205.00375,4300.55125
2017-10-02,4300.55125,4431.32125,4261.34624,4414.1775
2017-10-03,4414.1775,4462.00625,4376.085,4424.4725
